                  0.0000000000	                  0.0000000000	                 -0.0000000000	                 -0.0000000000	
                  0.0000000000	                  0.0000000000	                 -0.0000000000	                 -0.0000000000	
                  1.0000000000	                  0.0000000000	                 -0.0000000000	                 -0.0000000000	
                  1.0000000000	                  0.0000000000	                 -0.0000000000	                 -0.0000000000	
                  1.0000000000	                  0.0000000000	                 -0.0000000000	                 -0.0000000000	
                  1.0000000000	                  0.0000000000	                 -0.0000000000	                 -0.0000000000	
                  1.0000000000	                  0.0000000000	                 -0.0000000000	                 -0.0000000000	
                  1.0000000000	                  0.0000000000	                 -0.0000000000	                 -0.0000000000	
                  1.0000000000	                  0.0000000000	                 -0.0000000000	                 -0.0000000000	
                  1.0000000000	                  0.0000000000	                 -0.0000000000	                 -0.0000000000	
                  1.0000000000	                  0.0000000000	                 -0.0000000000	                 -0.0000000000	
                  1.0000000000	                  0.0000000000	                 -0.0000000000	                 -0.0000000000	
                  1.0000000000	                 -0.2177410000	                 -0.4399850000	                 -0.3211010000	
                  1.0000000000	                 -0.2177410000	                 -0.4399850000	                 -0.3211010000	
                  1.0000000000	                 -0.2177410000	                 -0.4399850000	                 -0.3211010000	
                  1.0000000000	                 -0.2177410000	                 -0.4399850000	                 -0.3211010000	
                  1.0000000000	                 -0.2177410000	                 -0.4399850000	                 -0.3211010000	
                  1.0000000000	                 -0.2177410000	                 -0.4399850000	                 -0.3211010000	
                  1.0000000000	                 -0.2177410000	                 -0.4399850000	                 -0.3211010000	
                  1.0000000000	                 -0.2177410000	                 -0.4399850000	                 -0.3211010000	
                  1.0000000000	                 -0.2177410000	                 -0.4399850000	                 -0.3211010000	
                  1.0000000000	                 -0.2177410000	                 -0.4399850000	                 -0.3211010000	
                  1.0000000000	                 -0.6532230000	                 -1.3199570000	                 -0.9633030000	
                  1.0000000000	                 -0.6532230000	                 -1.3199570000	                 -0.9633030000	
                  1.0000000000	                 -0.6532230000	                 -1.3199570000	                 -0.9633030000	
                  1.0000000000	                 -0.6532230000	                 -1.3199570000	                 -0.9633030000	
                  1.0000000000	                 -0.6532230000	                 -1.3199570000	                 -0.9633030000	
                  1.0000000000	                 -0.6532230000	                 -1.3199570000	                 -0.9633030000	
