                  1.0000000000	                 90.0000000000	                 -0.0000000000	                  0.0000000000	
                  1.0000000000	                 90.0000000000	                 -0.0000000000	                  0.0000000000	
                  1.0000000000	                 90.0000000000	                 -0.0000000000	                  0.0000000000	
                  1.0000000000	                 90.0000000000	                 -0.0000000000	                  0.0000000000	
                  1.0000000000	                 90.0000000000	                 -0.0000000000	                  0.0000000000	
                  1.0000000000	                 90.0000000000	                 -0.0000000000	                  0.0000000000	
                  1.0000000000	                 90.0000000000	                 -0.0000000000	                  0.0000000000	
                  1.0000000000	                 90.0000000000	                 -0.0000000000	                  0.0000000000	
                  1.0000000000	                 90.0000000000	                 -0.0000000000	                  0.0000000000	
                  1.0000000000	                 90.0000000000	                 -0.0000000000	                  0.0000000000	
                  1.0000000000	                 90.0000000000	                  0.1729220000	                 -0.5487720000	
                  1.0000000000	                 90.0000000000	                  0.1729220000	                 -0.5487720000	
                  1.0000000000	                 90.0000000000	                  0.1729220000	                 -0.5487720000	
                  1.0000000000	                 90.0000000000	                  0.1729220000	                 -0.5487720000	
                  1.0000000000	                 90.0000000000	                  0.1729220000	                 -0.5487720000	
                  1.0000000000	                 90.0000000000	                  0.1729220000	                 -0.5487720000	
                  1.0000000000	                 90.0000000000	                  0.1729220000	                 -0.5487720000	
                  1.0000000000	                 90.0000000000	                  0.1729220000	                 -0.5487720000	
                  1.0000000000	                 90.0000000000	                  0.1729220000	                 -0.5487720000	
                  1.0000000000	                 90.0000000000	                  0.1729220000	                 -0.5487720000	
                  1.0000000000	                 90.0000000000	                  0.5187660000	                 -1.6463170000	
                  1.0000000000	                 90.0000000000	                  0.5187660000	                 -1.6463170000	
                  1.0000000000	                 90.0000000000	                  0.5187660000	                 -1.6463170000	
                  1.0000000000	                 90.0000000000	                  0.5187660000	                 -1.6463170000	
                  1.0000000000	                 90.0000000000	                  0.5187660000	                 -1.6463170000	
                  1.0000000000	                 90.0000000000	                  0.5187660000	                 -1.6463170000	
                  1.0000000000	                 90.0000000000	                  0.5187660000	                 -1.6463170000	
                  1.0000000000	                 90.0000000000	                  0.5187660000	                 -1.6463170000	
                  1.0000000000	                 90.0000000000	                  0.5187660000	                 -1.6463170000	
                  1.0000000000	                 90.0000000000	                  0.5187660000	                 -1.6463170000	
                  1.0000000000	                 90.0000000000	                  0.8646100000	                 -2.7438620000	
                  1.0000000000	                 90.0000000000	                  0.8646100000	                 -2.7438620000	
                  1.0000000000	                 90.0000000000	                  0.8646100000	                 -2.7438620000	
                  1.0000000000	                 90.0000000000	                  0.8646100000	                 -2.7438620000	
                  1.0000000000	                 90.0000000000	                  0.8646100000	                 -2.7438620000	
                  1.0000000000	                 90.0000000000	                  0.8646100000	                 -2.7438620000	
                  1.0000000000	                 90.0000000000	                  0.8646100000	                 -2.7438620000	
                  1.0000000000	                 90.0000000000	                  0.8646100000	                 -2.7438620000	
                  1.0000000000	                 90.0000000000	                  0.8646100000	                 -2.7438620000	
                  1.0000000000	                 90.0000000000	                  0.8646100000	                 -2.7438620000	
                  1.0000000000	                 90.0000000000	                  1.2104540000	                 -3.8414070000	
                  1.0000000000	                 90.0000000000	                  1.2104540000	                 -3.8414070000	
                  1.0000000000	                 90.0000000000	                  1.2104540000	                 -3.8414070000	
                  1.0000000000	                 90.0000000000	                  1.2104540000	                 -3.8414070000	
                  1.0000000000	                 90.0000000000	                  1.2104540000	                 -3.8414070000	
                  1.0000000000	                 90.0000000000	                  1.2104540000	                 -3.8414070000	
                  1.0000000000	                 90.0000000000	                  1.2104540000	                 -3.8414070000	
                  1.0000000000	                 90.0000000000	                  1.2104540000	                 -3.8414070000	
                  1.0000000000	                 90.0000000000	                  1.2104540000	                 -3.8414070000	
                  1.0000000000	                 90.0000000000	                  1.2104540000	                 -3.8414070000	
                  1.0000000000	                 90.0000000000	                  1.5562980000	                 -4.9389520000	
                  1.0000000000	                 90.0000000000	                  1.5562980000	                 -4.9389520000	
                  1.0000000000	                 90.0000000000	                  1.5562980000	                 -4.9389520000	
                  1.0000000000	                 90.0000000000	                  1.5562980000	                 -4.9389520000	
